MLSNumber,Category,Status,Type,DOM,CDOM,ListDate,Agreement of Sale/Signed Lease Date,OffMarketDate,SettledDate,OriginalPrice,List Price,SoldPrice,StreetNumber,StreetDirection,StreetName,UnitNumber,City,State,ZipCode,County,MLSArea,Township,SchoolDistrict,Subdivision,ListAgentName,ListAgentCode,ListOfficeName,ListOfficeCode,ListOfficePhone,SellingAgent,SellingAgentCode,SellingOfficeName,SellingOfficeCode,SellingOfficePhone,SellerConcessionsAmount,FinalFinancing,FinalShortSale,FinalThirdPartyApproval,FinalBankOwned,TaxAnnualTotal,TaxYear,AcresTotal,LandUseCode,Ownership,Senior Community YN,Condo/Coop Assoc YN,HOA YN,One-TimeAssociationFee,AssociationFee,AssociationFeeFrequency,Age,InteriorSqFt,PropertyCondition,Bedrooms,BathsFull,BathsHalf,Design,Style,NumberofStories,FloorNumber,Basement YN,GarageSpaces,Fireplace YN,Laundry,Other Rooms,RoomCount,Central Air YN,Waterfront YN,New Construction YN,ModelName,AdditionalBankOwned,AdditionalThirdPartyApproval,AdditionalShortSale,BuyerBrokerCompensation,SubAgentCompensation,TransactionBrokerCompensation,OriginatingMLS,AboveGradeSqFt,BelowGradeSqFt,HomeBuilt,BasementFootprintPct,BasementFinishedPct 
VALO408432,RES,Active,,29,29,09/03/2020,,,,"$355,000","$355,000",,123,,Stratford,,Leesburg,VA,3816,LOUDOUNVA,,,,CRESTWOOD HAMLET,Joshua Wayne Mazaris,3265341,"Pearson Smith Realty, LLC",PSTH1,(571) 386-1075,,,,,,,,,,,3583,2018,0.08,,FeeSimple,No,No,Yes,Monthly,68,Monthly,1974,1600,VeryGood,3,2,1,Three,Other,"Main,Upper1",2,Yes,,No,BsmtLaundry,,5,Yes,No,No,,,,,2,,,BRIGHT,1280,320,VeryGood,,
VAMP114250,RES,Active,,14,14,09/18/2020,,,,"$584,900","$584,899",,9235,,Matthew,,Manassas Park,VA,2451,MANASSASPARKCITYVA,,,,BLOOMS CROSSING,Arsalan Ahmad Khan,3286188,Samson Properties,SAMP1,(703) 378-8810,,,,,,,,,,,6685,2020,0.22,,FeeSimple,No,No,Yes,Quarterly,99,Quarterly,1993,4196,,6,3,1,Three,Colonial,"Lower1,Main,Upper1",,Yes,2,,,,,Yes,No,No,,,,,2.5,,,BRIGHT,2780,1416,,,100
VAFX1152166,RES,Active,,29,29,09/03/2020,,,,"$350,000","$342,900",,12004,,Taliesin,13,Reston,VA,3335,FAIRFAXVA,,,,OAK PARK CONDO,Anthony C Ford,3020450,"Long & Foster Real Estate, Inc.",LNG80,(703) 938-4200,,,,,,,,,,,4088,2020,,038,Condominium,No,Yes,No,,,,1993,918,Excellent,2,1,1,One,Traditional,Main,1,No,,Yes,"DryerInUnit,WasherInUnit",,,Yes,No,No,,,,,2.5,,,BRIGHT,918,0,Excellent,,
DCDC485028,RES,Active,,8,8,09/09/2020,,,,"$1,012,000","$1,012,000",,1222,,Girard,,Washington,DC,5326,WASHINGTONDC,,,,COLUMBIA HEIGHTS,Damon T Downing,116640,Coldwell Banker Residential Brokerage,CBRB106,(202) 387-6180,,,,,,,,,,,6925,2019,0.05,,FeeSimple,No,No,No,,,,1910,2123,"BelowAverage,MajorRehabNeeded",5,3,,Three,Colonial,"Lower1,Main,Upper1,Upper2",,Yes,2,Yes,MainFlrLndry,,,No,No,No,,,,,2.5,2.5,,BRIGHT,1565,558,"BelowAverage,MajorRehabNeeded",25,100
VAFX1152668,RES,Active,,30,184,09/02/2020,,,,"$2,788,000","$2,788,000",,1500,,Pathfinder,,Mclean,VA,3508,FAIRFAXVA,,,,WEST MCLEAN,Scott C Shawkey,74674,Keller Williams Realty,KWR21,(703) 636-7300,,,,,,,,,,,10063,2020,0.31,,FeeSimple,No,No,No,,,,2021,7765,,6,7,1,Three,Contemporary,"Lower1,Main,Upper1",,Yes,3,Yes,,,,Yes,No,Yes,,,,,2.5,,,BRIGHT,5262,2503,,,
MDPG580074,RES,Active,,13,13,09/05/2020,,,,"$374,900","$379,900",,500,,Ventura,,Capitol Heights,MD,3035,PRINCEGEORGESMD,,,,NONE AVAILABLE,Towania S Riller,140056,"Long & Foster Real Estate, Inc.",LNG33,(301) 249-1600,,,,,,,,,,,3259,2019,0.23,011,FeeSimple,No,No,No,,,,1951,2692,,5,3,,Two,Colonial,"Lower1,Main",,Yes,,,"BsmtLaundry,DryerInUnit,WasherInUnit",,,Yes,No,No,,,,,2.5,0,,BRIGHT,1576,1116,,,
VAFX1152526,RES,Active,,14,14,09/15/2020,,,,"$220,000","$215,000",,3947,,Sonora,79C,Alexandria,VA,1467,FAIRFAXVA,,,,SEQUOYAH,Noe Villatoro,3061193,Samson Properties,SAMP1,(703) 378-8810,,,,,,,,,,,1940,2020,,075,Condominium,No,Yes,No,,,,1974,1100,VeryGood,2,1,1,Two,Colonial,"Main,Upper1",,No,,No,,,,Yes,No,No,,,,,2.5,,,BRIGHT,1100,0,VeryGood,,
MDMC721956,RES,Active,,10,10,09/22/2020,,,,"$276,500","$276,500",,12561,,Coral Grove,,Germantown,MD,5391,MONTGOMERYMD,,,,GUNNERS LAKE VILLAGE,Anna A Vazzana,107340,"Trademark Realty, Inc",TRA2,(301) 230-2300,,,,,,,,,,,2621,2019,0.03,011,FeeSimple,No,No,Yes,Monthly,77,Monthly,1988,1060,Good,3,1,1,Three,Colonial,"Lower1,Main,Upper1",,Yes,,No,BsmtLaundry,,,Yes,No,No,,,,,2.5,2.5,,BRIGHT,1060,0,Good,,
DCDC484428,RES,Active,,9,9,09/15/2020,,,,"$449,900","$449,900",,5411,,7Th,2,Washington,DC,7728,WASHINGTONDC,,,,PETWORTH,Jose M Solloso,5393,Main Door Realty LLc,MADR1,(202) 722-8855,,,,,,,,,,,2884,2019,,,Condominium,No,Yes,No,,,,1905,937,Excellent,2,2,,TwoandaHalf,Colonial,"Lower1,Main,Upper2",1,Yes,,No,"DryerInUnit,WasherInUnit",,6,Yes,No,No,,,,,3,0,,BRIGHT,937,0,Excellent,,
VAAR168986,RES,Active,,25,25,09/07/2020,,,,"$605,000","$605,000",,1205,N,Garfield,409,Arlington,VA,6804,ARLINGTONVA,,,,RESIDENCES AT STATION SQUARE,Natalie Salinas,3059564,"Condo 1, Inc.",CNDO1,(703) 228-9007,,,,,,,,,,,5544,2020,,004,Condominium,No,Yes,No,,,,2005,929,Excellent,2,1,1,One,Contemporary,Main,4,No,1,Yes,MainFlrLndry,,,Yes,No,No,,,,,2.5,,,BRIGHT,929,0,Excellent,,
MDMC716810,RES,Active,,27,27,09/05/2020,,,,"$350,000","$350,000",,9732,,Shadow Oak,,Montgomery Village,MD,1124,MONTGOMERYMD,,,,DORSEYS REGARD,Carlos A Mesa,63244,"Smart Realty, LLC",CMAR1,(301) 445-1395,,,,,,,,,,,3452,2019,0.05,011,FeeSimple,No,No,Yes,Monthly,115,Monthly,1979,2572,,3,3,1,Three,Colonial,"Lower1,Main,Upper1",,Yes,,,,,,Yes,No,No,,,,,2.5,1.5,,BRIGHT,1872,700,,,
VAFX1152690,RES,Active,,30,30,09/02/2020,,,,"$1,095,000","$1,095,000",,6860,,Chelsea,,Mclean,VA,2803,FAIRFAXVA,,,,BEVERLY MANOR,Lawrence M Lessin,29844,"Homes By Owner, Inc.",HBOI1,(301) 355-6104,,,,,,,,,,,10760,2020,0.14,132,FeeSimple,No,No,No,,,,1979,4400,,4,4,,Three,Colonial,"Lower1,Main,Upper1",,Yes,1,Yes,,,,Yes,No,No,,,,,3,,,BRIGHT,3400,1000,,,
VAAR168680,RES,Active,,30,30,09/02/2020,,,,"$1,379,000","$1,379,000",,855,N,Harrison,,Arlington,VA,1230,ARLINGTONVA,,,,SUMMIT,Karen E Close,17289,Century 21 New Millennium,CENT2041,(571) 565-2320,,,,,,,,,,,9441,2020,0.21,004,FeeSimple,No,No,No,,,,1940,2539,,4,2,2,Three,CapeCod,"Lower1,Main,Upper1",,Yes,,,,,,Yes,No,No,,,,,2.5,,,BRIGHT,2539,0,,,
VAFX1150750,RES,Active,,30,30,09/02/2020,,,,"$775,000","$750,000",,12025,,New Dominion,G-118,Reston,VA,6262,FAIRFAXVA,,,,MIDTOWN NORTH,Jean T Beatty,3055284,"McEnearney Associates, Inc.",MCE3,(703) 790-9090,,,,,,,,,,,8923,2020,,038,Condominium,No,Yes,No,,,,2007,2390,,3,3,,Two,Contemporary,"Main,Upper1",1,No,2,Yes,UpprFlrLndry,,,Yes,No,No,,,,,3,,,BRIGHT,2390,0,,,
VAFC120320,RES,Active,,30,30,09/02/2020,,,,"$880,000","$869,900",,3985,,Oak,,Fairfax,VA,3738,FAIRFAXCITYVA,,,,MOUNT VINEYARD,Rolfe S Kratz,50870,Samson Properties,SAMP7,(703) 378-8810,,,,,,,,,,,8593,2020,0.04,044,FeeSimple,No,No,Yes,Monthly,118,Monthly,2017,2794,,4,2,3,Four,"Colonial,Contemporary,Federal,Traditional","Main,Upper1,Upper2,Upper3",,No,2,Yes,UpprFlrLndry,,,Yes,No,No,,,,,2.5,,,BRIGHT,2794,0,,,
VALO420388,RES,Active,,30,30,09/02/2020,,,,"$809,900","$799,900",,44533,,Neponset,,Ashburn,VA,2529,LOUDOUNVA,,,,ONE LOUDOUN,Jacqueline M Lawlor,75227,Jack Lawlor Realty Company,JLR1,(703) 726-9444,,,,,,,,,,,7610,2020,0.09,,FeeSimple,No,No,Yes,Monthly,224.99,Monthly,2013,3797,Excellent,4,3,1,Three,Colonial,"Lower1,Main,Upper1",,Yes,2,Yes,"DryerInUnit,HasLaundry,UpprFlrLndry,WasherInUnit",,,Yes,No,No,GREENWICH,,,,2.75,,,BRIGHT,2888,909,Excellent,,
MDMC723886,RES,Active,,30,30,09/02/2020,,,,"$1,925,000","$1,925,000",,10021,,Carmelita,,Potomac,MD,4250,MONTGOMERYMD,,,,MCAULEY PARK,Thomas A Keane,56060,"Washington Fine Properties, LLC",WFP1,(202) 944-5000,,,,,,,,,,,14099,2019,0.62,011,FeeSimple,No,No,No,,,,1968,5252,Excellent,5,4,2,Three,Colonial,"Lower1,Main,Upper1",,Yes,2,Yes,UpprFlrLndry,,,Yes,No,No,,,,,2.5,2.5,,BRIGHT,4452,800,Excellent,,
DCDC484622,RES,Active,,29,29,09/03/2020,,,,"$719,000","$699,000",,1300,,N,805,Washington,DC,3693,WASHINGTONDC,,,,OLD CITY #2,Toni A Ghazi,3066085,Compass,COMPS1,(202) 386-6330,,,,,,,,,,,5085,2019,,,Condominium,No,Yes,No,,,,2004,1006,,2,2,,One,Contemporary,Main,1,No,1,,,,,Yes,No,No,,,,,3,3,,BRIGHT,1006,0,,,
VAAR168982,RES,Active,,30,72,09/02/2020,,,,"$899,990","$899,990",,879,N,Harrison,,Arlington,VA,1231,ARLINGTONVA,,,,BROCKWOOD,Anthony Golden,62888,RE/MAX Realty Group,RMX1,(301) 258-7757,,,,,,,,,,,9164,2020,0.19,,FeeSimple,No,No,No,,,,1980,2100,Excellent,4,4,,Three,Colonial,"Lower1,Main,Upper1",,Yes,,Yes,,,,Yes,No,No,,,,,2.5,,,BRIGHT,2100,0,Excellent,,
VAFX1142758,RES,Active,,21,21,09/10/2020,,,,"$780,000","$749,000",,514,,Council,,Vienna,VA,4739,FAIRFAXVA,,,,COUNCIL SQUARE,Fouad Talout,122485,"Long & Foster Real Estate, Inc.",LNG83,(703) 790-1990,,,,,,,,,,,9748,2020,0.08,147,FeeSimple,No,No,Yes,Quarterly,325,Quarterly,1981,1776,Good,4,3,1,Three,Colonial,"Lower1,Main,Upper1",,Yes,1,Yes,LowFlrLndry,,,Yes,No,No,,,,,3,,,BRIGHT,1776,0,Good,,
DCDC484760,RES,Active,,28,28,09/04/2020,,,,"$450,000","$445,000",,4000,,Tunlaw,815,Washington,DC,4848,WASHINGTONDC,,,,GLOVER PARK,Vilasini Wright,3009302,"Wright Real Estate, LLC.",WRIG1,(301) 213-6910,,,,,,,,,,,2346,2019,,,Condominium,No,Yes,No,,,,1960,1081,,2,2,,One,Contemporary,Main,8,No,,No,"BsmtLaundry,Common,Shared",,,Yes,No,No,,,,,2.5,2.5,,BRIGHT,1081,0,,,
VAFX1152674,RES,Active,,22,22,09/10/2020,,,,"$12,800,000","$12,800,000",,612,,Rivercrest,,Mclean,VA,,FAIRFAXVA,,,,RIVER OAKS,Fouad Talout,122485,"Long & Foster Real Estate, Inc.",LNG83,(703) 790-1990,,,,,,,,,,,0,2019,1.2,,FeeSimple,No,No,No,,,,2008,16000,VeryGood,5,9,2,Four,Manor,"Lower1,Lower2,Main,Upper1,Upper2",,Yes,4,Yes,,,,Yes,Yes,No,,,,,3,,,BRIGHT,12000,4000,VeryGood,,
VAFX1152056,RES,Active,,30,30,09/02/2020,,,,"$475,000","$475,000",,2665,,Prosperity,130,Fairfax,VA,4919,FAIRFAXVA,,,,HALSTEAD AT THE METRO,Leslie C Wilder,80181,"McEnearney Associates, Inc.",MCE6,(703) 525-1900,,,,,,,,,,,5000,2020,,038,Condominium,No,Yes,No,,,,2006,1050,,2,2,,One,Contemporary,Main,1,No,2,,,,,Yes,No,No,,,,,2.5,,,BRIGHT,1050,0,,,
MDHW284628,RES,Active,,21,21,09/11/2020,,,,"$750,000","$750,000",,3866,,Ivory,,Glenelg,MD,9713,HOWARDMD,,,,GLENELG,Bryan C Gleason,69648,"Long & Foster Real Estate, Inc.",LNG45,(410) 461-1456,,,,,,,,,,,886,2019,7.18,010,FeeSimple,No,No,No,,,,1840,2606,Good,4,2,1,TwoandaHalf,FarmhouseNationalFolk,"Lower1,Main,Upper1,Upper2",,Yes,2,Yes,MainFlrLndry,,,Yes,No,No,,,,,2.5,0,,BRIGHT,2606,0,Good,,
VAAR168968,RES,Active,,29,29,09/03/2020,,,,"$290,000","$289,900",,4500,S,Four Mile Run,1111,Arlington,VA,3541,ARLINGTONVA,,,,THE BRITTANY,Keri K Shull,145356,Optime Realty,OPMR1,(571) 260-0038,,,,,,,,,,,2603,2020,,004,Condominium,No,Yes,No,,,,2005,856,,1,1,,One,Contemporary,Main,11,No,,,,,,Yes,No,No,,,,,2.5,,,BRIGHT,856,0,,,
MDPG580032,RES,Active,,30,87,09/02/2020,,,,"$370,000","$370,000",,1509,,Colony,,Oxon Hill,MD,2336,PRINCEGEORGESMD,,,,BIRCHWOOD CITY,Albert Elliott,8171,"Long & Foster Real Estate, Inc.",LNG338,(202) 966-1400,,,,,,,,,,,3081,2019,0.19,011,FeeSimple,No,No,No,,,,1959,888,,4,2,,Two,RaisedRanch,"Lower1,Main",,Yes,,,,,,Yes,No,No,,,,,2.5,2.5,,BRIGHT,888,0,,,
DCDC484990,RES,Active,,15,15,09/17/2020,,,,"$850,000","$825,000",,1325,,Irving,A,Washington,DC,2482,WASHINGTONDC,,,,COLUMBIA HEIGHTS,Jared Russell,3065499,Keller Williams Capital Properties,KWCP2,(240) 383-1350,,,,,,,,,,,6824,2019,,,Condominium,No,Yes,No,,,,1910,1920,,3,3,,Two,Colonial,"Main,Upper1",1,Yes,,,,,,Yes,No,No,,,,,2.25,0,,BRIGHT,1920,0,,,
MDMC723890,RES,Active,,28,28,09/04/2020,,,,"$650,000","$625,000",,17700,,Stoneridge,,Gaithersburg,MD,1111,MONTGOMERYMD,,,,PARKRIDGE,Christopher Craddock,3049573,Keller Williams Realty,KWR8,(703) 679-1700,,,,,,,,,,,6253,2019,0.63,011,FeeSimple,No,No,No,,,,1968,3589,,4,2,3,Three,Colonial,"Lower1,Main,Upper1",,Yes,2,Yes,"BsmtLaundry,HasLaundry,Hookup",,,Yes,No,No,,,,,2.5,0,,BRIGHT,2589,1000,,,
VAFX1151624,RES,Active,,30,30,09/02/2020,,,,"$2,499,000","$2,499,000",,1506,,Windstone,,Vienna,VA,1537,FAIRFAXVA,,,,WINDSTONE,N. Casey Margenau,3034205,"Casey Margenau Fine Homes and Estates, Inc.",CMFH1,(703) 827-5777,,,,,,,,,,,26063,2020,5,132,FeeSimple,No,No,Yes,Annually,1000,Annually,2007,10217,VeryGood,6,7,,Three,Colonial,"Lower1,Main,Upper1",,Yes,10,Yes,HasLaundry,,,Yes,No,No,Custom,,,,2,,,BRIGHT,6901,3316,VeryGood,,
VAFX1148342,RES,Active,,19,19,09/10/2020,,,,"$678,000","$678,000",,1381,,Heritage Oak,,Reston,VA,1903,FAIRFAXVA,,,,RESTON,Jennifer M McClintock,3060601,Keller Williams Realty,KWR21,(703) 636-7300,,,,,,,,,,,7031,2020,0.06,147,FeeSimple,No,No,Yes,Annually,1300,Annually,1989,3050,Excellent,3,2,2,Three,Contemporary,"Lower1,Main,Upper1",,Yes,2,Yes,"BsmtLaundry,DryerInUnit,WasherInUnit",,,Yes,No,No,Claridge,,,,2.5,,,BRIGHT,2048,1002,Excellent,,
MDPG580028,RES,Active,,30,143,09/02/2020,,,,"$495,950","$498,950",,2011,,Ruby,,Mitchellville,MD,,PRINCEGEORGESMD,,,,WOODMORE,Kathleen Cassidy,3296710,"DRH Realty Capital, LLC.",DRHRC1,(667) 500-2488,,,,,,,,,,,0,2019,0.04,,FeeSimple,No,No,Yes,Monthly,89,Monthly,2020,2471,,4,3,1,Three,Traditional,"Lower1,Main,Upper1",,Yes,2,No,"Hookup,UpprFlrLndry",,,Yes,No,Yes,Royal,,,,3,0,,BRIGHT,2471,,,,
VAAR168904,RES,Active,,30,51,09/02/2020,,,,"$1,195,000","$1,175,000",,3311,,20Th,,Arlington,VA,3704,ARLINGTONVA,,,,CHERRYDALE,Ashleigh D Wehmeyer,3070177,Compass,COMPS6,(703) 266-7277,,,,,,,,,,,10323,2020,0.21,004,FeeSimple,No,No,No,,,,1950,2301,Excellent,4,3,,Three,Colonial,"Lower1,Main,Upper1",,Yes,1,Yes,BsmtLaundry,,,Yes,No,No,,,,,2.5,,,BRIGHT,1741,560,Excellent,,
MDMC723992,RES,Active,,24,24,09/08/2020,,,,"$325,000","$320,000",,12,,Martins Landing,,Germantown,MD,2552,MONTGOMERYMD,,,,GUNNERS LAKE VILLAGE,Chris Thompson,144485,RE/MAX Town Center,RXTC1,(301) 540-2232,,,,,,,,,,,3032,2019,0.04,011,FeeSimple,No,No,Yes,Monthly,90,Monthly,1986,1652,,3,2,1,Three,Colonial,"Lower1,Main,Upper1",,Yes,,,,,,Yes,No,No,,,,,2.5,1,,BRIGHT,1152,500,,,
VAFX1152622,RES,Active,,30,30,09/02/2020,,,,"$1,699,000","$1,699,000",,1007,,Pickett,,Vienna,VA,6472,FAIRFAXVA,,,,PICKETT ESTATES,Debbie P Kent,50107,Cottage Street Realty LLC,CTST1,(703) 242-0005,,,,,,,,,,,14344,2020,0.68,132,FeeSimple,No,No,No,,,,1968,5000,Excellent,6,4,2,Five,Traditional,"Lower1,Main,Upper1,Upper2",,Yes,2,Yes,UpprFlrLndry,,,Yes,No,No,,,,,3.5,,,BRIGHT,4040,960,Excellent,,
MDPG580020,RES,Active,,30,143,09/02/2020,,,,"$478,950","$478,950",,2015,,Ruby,,Mitchellville,MD,,PRINCEGEORGESMD,,,,WOODMORE,Kathleen Cassidy,3296710,"DRH Realty Capital, LLC.",DRHRC1,(667) 500-2488,,,,,,,,,,,0,2019,0.04,,FeeSimple,No,No,Yes,Monthly,89,Monthly,2020,2471,,4,3,1,Three,Traditional,"Lower1,Main,Upper1",,Yes,2,No,"Hookup,UpprFlrLndry",,,Yes,No,Yes,Royal,,,,3,0,,BRIGHT,2471,,,,
DCDC484886,RES,Active,,23,23,09/09/2020,,,,"$1,450,000","$1,399,000",,1731,,Swann,,Washington,DC,5680,WASHINGTONDC,,,,DUPONT CIRCLE,Lisa Tucker,3049304,Redfin Corp,REFC3,(202) 759-7581,,,,,,,,,,,10496,2019,0.03,,FeeSimple,No,No,No,,,,1908,2272,,4,3,1,Three,Federal,"Lower1,Main,Upper1",,Yes,,Yes,BsmtLaundry,,,Yes,No,No,,,,,2.5,0,,BRIGHT,1542,730,,,
MDPG579948,RES,Active,,24,24,09/08/2020,,,,"$425,000","$425,000",,8312,,Oxon Hill,,Fort Washington,MD,4719,PRINCEGEORGESMD,,,,NONE AVAILABLE,John L Lesniewski,9442,RE/MAX United Real Estate,RMXD1,(301) 702-4200,,,,,,,,,,,2770,2019,1,011,FeeSimple,No,No,No,,,,1900,940,Average,3,2,,Three,CapeCod,"Main,Upper1",,Yes,,No,,,,Yes,No,No,,,,,2.5,2.5,,BRIGHT,940,0,Average,,
DCDC484500,RES,Active,,24,24,09/08/2020,,,,"$1,100,000","$1,049,900",,120,,17Th,,Washington,DC,6614,WASHINGTONDC,,,,CAPITOL HILL,Nathan B Ward,102392,Compass,COMPS1,(202) 386-6330,,,,,,,,,,,2991,2019,0.06,,FeeSimple,No,No,No,,,,1935,1900,,4,2,1,Three,Federal,"Lower1,Main,Upper1",,Yes,1,,LowFlrLndry,,,Yes,No,No,,,,,2.5,2.5,,BRIGHT,1300,600,,,
MDMC722544,RES,Active,,30,30,09/02/2020,,,,"$1,225,000","$1,200,000",,414,,Nature,,Rockville,MD,7768,MONTGOMERYMD,,,,FALLSGROVE,Mildred Osei-Bonsu,62136,"Weichert, REALTORS",WEI26,(301) 540-1330,,,,,,,,,,,14041,2019,0.19,011,FeeSimple,No,No,Yes,Quarterly,249.12,Quarterly,2004,5649,Excellent,5,4,2,Three,Colonial,"Lower1,Lower2,Main,Upper1",,Yes,2,Yes,MainFlrLndry,,,Yes,No,No,,,,,2.5,0,,BRIGHT,4449,1200,Excellent,,
MDMC723390,RES,Active,,29,29,09/03/2020,,,,"$649,900","$649,900",,946,,King Farm,,Rockville,MD,6610,MONTGOMERYMD,,,,KING FARM IRVINGTON,Yvette M Grandison,89741,Mid-Atlantic Realty,MDAL1,(240) 462-9583,,,,,,,,,,,7834,2019,0.03,011,FeeSimple,No,No,Yes,Monthly,127,Monthly,2018,1304,Excellent,2,2,1,Four,"Contemporary,Transitional",Main,,Yes,2,Yes,UpprFlrLndry,,,Yes,No,No,,,,,2.5,0,,BRIGHT,1304,0,Excellent,,
MDMC723676,RES,Active,,21,21,09/03/2020,,,,"$315,000","$315,000",,20520,,Amethyst,,Germantown,MD,1093,MONTGOMERYMD,,,,CHURCHILL TWN SECTOR TH,Eric T Hovanky,143674,Redfin Corp,REFC2,(301) 658-6186,,,,,,,,,,,2963,2019,0.03,011,FeeSimple,No,No,Yes,Monthly,97,Monthly,1985,1552,VeryGood,3,2,1,Three,Colonial,"Lower1,Main,Upper1",,Yes,,Yes,BsmtLaundry,,,Yes,No,No,,,,,2.5,2.5,,BRIGHT,1152,400,VeryGood,,
VALO420430,RES,Active,,30,30,09/02/2020,,,,"$634,250","$634,250",,5,,Stationmaster,200,Leesburg,VA,,LOUDOUNVA,,,,LEESBURG TOWN,Deborah L Condrey,49997,McWilliams/Ballard Inc.,MCWB1,(703) 535-5550,,,,,,,,,,,0,2021,,,Condominium,No,Yes,No,,,,2020,1666,VeryGood,2,2,,One,Contemporary,Main,3,No,1,Yes,Hookup,,,Yes,No,Yes,B,,,,3,,,BRIGHT,1666,,VeryGood,,
DCDC484938,RES,Active,,14,14,09/14/2020,,,,"$569,900","$549,000",,1885,,Alabama,,Washington,DC,2874,WASHINGTONDC,,,,CONGRESS HEIGHTS,Denise Greene,3051185,RLAH Real Estate,RLAH4,(877) 983-9355,,,,,,,,,,,1768,2019,0.04,,FeeSimple,No,No,No,,,,1945,1585,"Excellent,VeryGood,Good",3,3,,Three,"Colonial,Contemporary,Traditional","Lower1,Main,Upper1",,Yes,,No,"BsmtLaundry,DryerInUnit,WasherInUnit",,,No,No,No,,,,,2.5,0,,BRIGHT,1124,461,"Excellent,VeryGood,Good",,
VAPW501438,RES,Active,,11,11,09/02/2020,,,,"$256,000","$256,000",,14631,,Bakersfield,,Woodbridge,VA,2005,PRINCEWILLIAMVA,,,,DALE CITY,Donald D Ratterree Sr.,21579,RE/MAX Allegiance,RMAX126,(703) 690-6322,,,,,,,,,,,2675,2020,0.06,144,FeeSimple,No,No,Yes,Monthly,36,Monthly,1971,1260,Good,3,1,1,Two,Colonial,"Main,Upper1",,No,,No,"DryerInUnit,WasherInUnit",,,Yes,No,No,,,,,2.5,,,BRIGHT,1260,0,Good,,
VAFX1151244,RES,Active,,30,30,09/02/2020,,,,"$1,775,000","$1,775,000",,829,,Golden Arrow,,Great Falls,VA,2517,FAIRFAXVA,,,,OLIVER ESTATES,Lilian Jorgenson,16602,"Long & Foster Real Estate, Inc.",LNG83,(703) 790-1990,,,,,,,,,,,17189,2020,0.51,,FeeSimple,No,No,No,,,,2014,8260,,5,6,2,Three,"Colonial,Craftsman","Lower1,Main,Upper1",,Yes,2,Yes,"MainFlrLndry,UpprFlrLndry",,,Yes,No,No,,,,,2.5,,,BRIGHT,5960,2300,,,
VAFX1152504,RES,Active,,30,175,09/02/2020,,,,"$979,990","$974,990",,7928,,Ashland,,Alexandria,VA,3869,FAIRFAXVA,,,,CREST OF ALEXANDRIA,Janet Pearson,3251844,"Pearson Smith Realty, LLC",PSTH1,(571) 386-1075,,,,,,,,,,,9562,2020,0.09,132,FeeSimple,Yes,No,Yes,Monthly,220,Monthly,2018,3281,,4,4,1,Three,Colonial,"Lower1,Main,Upper1",,Yes,2,No,MainFlrLndry,,,Yes,No,Yes,WARD,,,,2.5,,,BRIGHT,2294,987,,,
DCDC484668,RES,Active,,30,30,09/02/2020,,,,"$500,000","$490,000",,1811,,Vernon,204,Washington,DC,1253,WASHINGTONDC,,,,KALORAMA,Fleur V Howgill,3028297,TTR Sotheby's International Realty,TTRS5,(202) 234-3344,,,,,,,,,,,3775,2019,,,Condominium,No,Yes,No,,,,1923,852,,1,1,,Two,BeauxArts,Main,1,No,,,,,,No,No,No,,,,,2.5,0,,BRIGHT,852,0,,,
VAPW503718,RES,Active,,11,11,09/21/2020,,,,"$415,000","$415,000",,15687,,Buck,,Dumfries,VA,1827,PRINCEWILLIAMVA,,,,MONTCLAIR,Laura T Bailey,67006,Coldwell Banker Realty,CBRB63,(703) 763-1950,,,,,,,,,,,4167,2020,0.23,131,FeeSimple,No,No,Yes,Annually,570,Annually,1978,1800,,4,2,1,Two,Colonial,"Main,Upper1",,No,1,Yes,MainFlrLndry,,,Yes,No,No,,,,,3,,,BRIGHT,1800,0,,,
VAFX1152386,RES,Active,,30,30,09/02/2020,,,,"$2,324,900","$2,324,900",,526,,Nelson,,Vienna,VA,3529,FAIRFAXVA,,,,BEULAH HEIGHTS,Caroline R Wilson,142235,"Pearson Smith Realty, LLC",PSTH3,(571) 386-1075,,,,,,,,,,,8183,2020,0.46,132,FeeSimple,No,No,No,,,,2021,7674,Excellent,5,6,1,Three,"Craftsman,FarmhouseNationalFolk,Transitional","Lower1,Main,Upper1",,Yes,3,,,,,Yes,No,Yes,,,,,3,,,BRIGHT,5287,2387,Excellent,,
VAFX1152466,RES,Active,,30,30,09/02/2020,,,,"$1,200,000","$1,200,000",,526,,Nelson,,Vienna,VA,3529,FAIRFAXVA,,,,BEULAH HEIGHTS,Caroline R Wilson,142235,"Pearson Smith Realty, LLC",PSTH3,(571) 386-1075,,,,,,,,,,,8183,2020,0.46,132,FeeSimple,No,No,No,,,,1963,2560,Average,5,3,,Two,Rancher,"Lower1,Main",,Yes,,Yes,,,,Yes,No,No,,,,,3,,,BRIGHT,1360,1200,Average,,
MDMC723246,RES,Active,,9,9,09/23/2020,,,,"$809,000","$809,000",,11608,,Split Rail,,North Bethesda,MD,4423,MONTGOMERYMD,,,,OLD FARM,Deirdre M Lofft,3006565,Compass,COMPS9,(301) 304-8444,,,,,,,,,,,7413,2019,0.3,011,FeeSimple,No,No,No,,,,1965,2748,,6,3,,Four,Colonial,"Lower1,Main,Upper1",,Yes,1,Yes,,,,Yes,No,No,,,,,2.5,0,,BRIGHT,2748,0,,,
